Sentence,Word,POS,Tag
,where,ADV,O
,",",PUNCT,O
,aside,ADV,O
,from,ADP,O
,the,DET,O
,bottoms,NOUN,O
,of,ADP,O
,major,ADJ,O
,dolines,NOUN,O
,",",PUNCT,O
,they,PRON,O
,are,AUX,O
,one,NUM,O
,of,ADP,O
,the,DET,O
,rare,ADJ,O
,formations,NOUN,O
,that,PRON,O
,can,AUX,O
,support,VERB,O
,large-scale,NOUN,O
,agriculture,NOUN,O
,.,PUNCT,O
Sentence 200,A,DET,O
,blind,ADJ,DFD
,valley,NOUN,DFD
,is,AUX,O
,a,DET,O
,gorge,NOUN,GEN
,that,PRON,O
,terminates,VERB,O
,abruptly,ADV,O
,at,ADP,O
,a,DET,O
,point,NOUN,O
,where,ADV,O
,the,DET,O
,stream,NOUN,O
,sinks,VERB,O
,.,PUNCT,O
Sentence 201,Ghost,NOUN,DFD
,rock,NOUN,DFD
,karstification,NOUN,DFD
,is,AUX,O
,an,DET,O
,intermediate,ADJ,O
,phenomenon,NOUN,GEN
,",",PUNCT,O
,between,ADP,O
,karstification,NOUN,O
,stricto,NOUN,O
,sensu,NOUN,O
,and,CCONJ,O
,the,DET,O
,alteration,NOUN,O
,of,ADP,O
,fractured,VERB,O
,rock,NOUN,O
,",",PUNCT,O
,for,ADP,O
,example,NOUN,O
,like,ADP,O
,in,ADP,O
,granites,NOUN,O
,",",PUNCT,O
,where,ADV,O
,the,DET,O
,action,NOUN,O
,of,ADP,O
,water,NOUN,O
,occurs,VERB,O
,only,ADV,O
,as,SCONJ,O
,it,PRON,O
,filters,VERB,O
,in,ADP,O
,through,ADP,O
,fractures,NOUN,O
,.,PUNCT,O
Sentence 202,Dolines,NOUN,DFD
,are,AUX,O
,a,DET,O
,sign,NOUN,O
,of,ADP,O
,the,DET,O
,current,NOUN,O
,shaping,NOUN,O
,of,ADP,O
,the,DET,O
,surface,NOUN,O
,by,ADP,O
,precipitation,NOUN,O
,water,NOUN,O
,that,PRON,O
,percolates,VERB,O
,vertically,ADV,O
,through,ADP,O
,it,PRON,O
,and,CCONJ,O
,passes,VERB,O
,through,ADP,O
,the,DET,O
,vadose,PROPN,O
,part,NOUN,O
,of,ADP,O
,the,DET,O
,aquifer,NOUN,O
,to,ADP,O
,the,DET,O
,underground,ADJ,O
,water,NOUN,O
,.,PUNCT,O
Sentence 203,The,DET,O
,shape,NOUN,O
,of,ADP,O
,unroofed,ADV,DFD
,caves,NOUN,DFD
,is,AUX,O
,the,DET,O
,consequence,NOUN,O
,of,ADP,O
,the,DET,O
,type,NOUN,O
,and,CCONJ,O
,shape,NOUN,O
,of,ADP,O
,the,DET,O
,cave,NOUN,O
,and,CCONJ,O
,the,DET,O
,development,NOUN,O
,of,ADP,O
,the,DET,O
,karst,NOUN,O
,aquifer,NOUN,O
,and,CCONJ,O
,its,PRON,O
,surface,NOUN,O
,in,ADP,O
,various,ADJ,O
,geological,ADJ,O
,",",PUNCT,O
,geomorphological,NOUN,O
,",",PUNCT,O
,climate,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,hydrological,NOUN,O
,conditions,NOUN,O
,.,PUNCT,O
,various,ADJ,O
,geological,ADJ,O
,",",PUNCT,O
,geomorphological,NOUN,O
,",",PUNCT,O
,climate,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,hydrological,NOUN,O
,conditions,NOUN,O
Sentence 204,Karst,NOUN,DFD
,waters,NOUN,DFD
,are,AUX,O
,an,DET,O
,essential,ADJ,O
,part,NOUN,O
,of,ADP,O
,the,DET,O
,ecosystem,NOUN,O
,",",PUNCT,O
,a,DET,O
,natural,ADJ,O
,source,NOUN,O
,and,CCONJ,O
,a,DET,O
,public,ADJ,O
,and,CCONJ,O
,economic,ADJ,O
,good,NOUN,O
,.,PUNCT,O
Sentence 205,In,ADP,O
,Slovenia,PROPN,O
,",",PUNCT,O
,the,DET,O
,formation,NOUN,O
,of,ADP,O
,lakes,NOUN,DFD
,on,ADP,O
,the,DET,O
,majority,NOUN,O
,of,ADP,O
,larger,ADJ,O
,karst,NOUN,O
,poljes,NOUN,O
,is,AUX,O
,the,DET,O
,consequence,NOUN,O
,of,ADP,O
,the,DET,O
,difference,NOUN,O
,in,ADP,O
,the,DET,O
,volumes,NOUN,O
,of,ADP,O
,inflowing,NOUN,O
,and,CCONJ,O
,outflowing,VERB,O
,water,NOUN,O
,.,PUNCT,O
Sentence 206,Karst,NOUN,DFD
,poljes,NOUN,DFD
,are,AUX,O
,natural,ADJ,O
,retainers,NOUN,O
,of,ADP,O
,discharge,NOUN,O
,surpluses,NOUN,O
,and,CCONJ,O
,important,ADJ,O
,regulators,NOUN,O
,of,ADP,O
,water,NOUN,O
,conditions,NOUN,O
,in,ADP,O
,rivers,NOUN,O
,in,ADP,O
,the,DET,O
,lower,ADJ,O
,parts,NOUN,O
,of,ADP,O
,river,NOUN,O
,basins,NOUN,O
,.,PUNCT,O
Sentence 207,The,DET,O
,oldest,ADJ,O
,explanation,NOUN,O
,of,ADP,O
,formation,NOUN,O
,of,ADP,O
,closed,VERB,DFD
,depressions,NOUN,DFD
,on,ADP,O
,karstic,NOUN,O
,surfaces,NOUN,O
,is,AUX,O
,a,DET,O
,sudden,ADJ,O
,collapse,NOUN,O
,(,PUNCT,O
,Cviji,PROPN,O
,c,PROPN,O
,",",PUNCT,O
,1893,NUM,O
,),PUNCT,O
,",",PUNCT,O
,according,VERB,O
,to,ADP,O
,which,PRON,O
,the,DET,O
,term,NOUN,O
,"""",PUNCT,O
,collapse,NOUN,O
,doline,NOUN,O
,"""",PUNCT,O
,was,AUX,O
,coined,VERB,O
,.,PUNCT,O
Sentence 208,Equipotential,NOUN,DFD
,surfaces,NOUN,DFD
,are,AUX,O
,locations,NOUN,O
,of,ADP,O
,equal,ADJ,O
,hydraulic,NOUN,O
,head,NOUN,O
,",",PUNCT,O
,which,PRON,O
,can,AUX,O
,be,AUX,O
,measured,VERB,O
,at,ADP,O
,piezometers,NOUN,O
,.,PUNCT,O
Sentence 209,Collapse,NOUN,DFD
,dolines,NOUN,DFD
,are,AUX,O
,large,ADJ,O
,depressions,NOUN,GEN
,that,PRON,O
,were,AUX,O
,formed,VERB,O
,with,ADP,O
,slow,ADJ,O
,collapsing,NOUN,O
,of,ADP,O
,roofs,NOUN,O
,above,ADP,O
,larger,ADJ,O
,underground,ADJ,O
,cavities,NOUN,O
,and,CCONJ,O
,afterwards,ADV,O
,with,ADP,O
,transformation,NOUN,O
,of,ADP,O
,slopes,NOUN,O
,.,PUNCT,O
Sentence 210,Caves,NOUN,DFD
,are,AUX,O
,an,DET,O
,important,ADJ,O
,part,NOUN,O
,of,ADP,O
,both,CCONJ,O
,the,DET,O
,terrestrial,ADJ,O
,and,CCONJ,O
,aquatic,ADJ,O
,ecosystems,NOUN,O
,in,ADP,O
,karst,NOUN,O
,terrains,NOUN,O
,",",PUNCT,O
,but,CCONJ,O
,are,AUX,O
,not,PART,O
,the,DET,O
,only,ADJ,O
,components,NOUN,O
,.,PUNCT,O
Sentence 211,In,ADP,O
,instances,NOUN,O
,where,ADV,O
,dissolution,NOUN,O
,is,AUX,O
,the,DET,O
,prevailing,VERB,O
,mechanism,NOUN,O
,",",PUNCT,O
,a,DET,O
,bowlshaped,NOUN,DFD
,doline,NOUN,DFD
,will,AUX,O
,probably,ADV,O
,form,VERB,O
,.,PUNCT,O
Sentence 212,The,DET,O
,first,ADJ,O
,type,NOUN,O
,is,AUX,O
,a,DET,O
,point-recharge,NOUN,DFD
,doline,NOUN,DFD
,which,PRON,O
,is,AUX,O
,strongly,ADV,O
,connected,VERB,O
,to,ADP,O
,outflow,NOUN,O
,of,ADP,O
,surface,NOUN,O
,streams,NOUN,O
,into,ADP,O
,karst,NOUN,O
,subsurface,NOUN,O
,.,PUNCT,O
Sentence 213,The,DET,O
,third,ADJ,O
,type,NOUN,O
,is,AUX,O
,an,DET,O
,inception,NOUN,DFD
,doline,NOUN,DFD
,that,PRON,O
,also,ADV,O
,originates,VERB,O
,from,ADP,O
,the,DET,O
,centripetal,NOUN,O
,convergence,NOUN,O
,of,ADP,O
,water,NOUN,O
,;,PUNCT,O
,this,PRON,O
,occurs,VERB,O
,inside,ADP,O
,a,DET,O
,pre-existing,VERB,O
,hydrogeological,NOUN,O
,structure,NOUN,O
,and,CCONJ,O
,is,AUX,O
,triggered,VERB,O
,by,ADP,O
,a,DET,O
,change,NOUN,O
,of,ADP,O
,hydraulic,ADJ,O
,conductivity,NOUN,O
,due,ADP,O
,to,ADP,O
,lithological,NOUN,O
,and,CCONJ,O
,structural,ADJ,O
,factors,NOUN,O
,.,PUNCT,O
Sentence 214,active,ADJ,DFD
,cave,NOUN,DFD
,-,SYM,O
,a,DET,O
,cave,NOUN,GEN
,which,PRON,O
,has,VERB,O
,a,DET,O
,stream,NOUN,O
,flowing,VERB,O
,in,ADP,O
,it,PRON,O
,.,PUNCT,O
Sentence 215,aeolian,PROPN,DFD
,calcarenite,NOUN,DFD
,-,SYM,O
,a,DET,O
,limestone,NOUN,GEN
,formed,VERB,O
,on,ADP,O
,land,NOUN,O
,by,ADP,O
,solution,NOUN,O
,and,CCONJ,O
,redeposition,ADV,O
,of,ADP,O
,calcium,NOUN,O
,carbonate,NOUN,O
,in,ADP,O
,coastal,ADJ,O
,dune,NOUN,O
,sands,NOUN,O
,containing,VERB,O
,a,DET,O
,large,ADJ,O
,proportion,NOUN,O
,of,ADP,O
,calcareous,NOUN,O
,sand,NOUN,O
,from,ADP,O
,mollusc,NOUN,O
,shells,NOUN,O
,and,CCONJ,O
,other,ADJ,O
,organic,ADJ,O
,remains,NOUN,O
,.,PUNCT,O
Sentence 216,aragonite,NOUN,DFD
,-,SYM,O
,a,DET,O
,less,ADV,O
,common,ADJ,O
,crystalline,ADJ,O
,form,NOUN,O
,of,ADP,O
,calcium,NOUN,GEN
,carbonate,NOUN,GEN
,than,ADP,O
,calcite,NOUN,O
,",",PUNCT,O
,denser,ADJ,O
,and,CCONJ,O
,orthorhombic,NOUN,O
,.,PUNCT,O
Sentence 217,bare,ADJ,DFD
,karst,NOUN,DFD
,-,SYM,O
,karst,NOUN,GEN
,with,ADP,O
,much,ADJ,O
,exposed,VERB,O
,bedrock,NOUN,O
,.,PUNCT,O
Sentence 218,bathyphreatic,NOUN,DFD
,-,SYM,O
,referring,VERB,O
,to,ADP,O
,water,NOUN,O
,moving,VERB,O
,with,ADP,O
,some,DET,O
,speed,NOUN,O
,through,ADP,O
,downward,ADJ,O
,looping,NOUN,O
,passages,NOUN,O
,in,ADP,O
,the,DET,O
,phreatic,NOUN,O
,zone,NOUN,O
,.,PUNCT,O
Sentence 219,bed,NOUN,DFD
,-,SYM,O
,a,DET,O
,depositional,NOUN,O
,layer,NOUN,GEN
,of,ADP,O
,sedimentary,ADJ,O
,bedrock,NOUN,O
,or,CCONJ,O
,.,PUNCT,O
,unconsolidated,ADV,O
,sediment,NOUN,O
,.,PUNCT,O
Sentence 220,bedding-grike,NOUN,DFD
,-,SYM,O
,a,DET,GEN
,narrow,ADJ,O
,",",PUNCT,O
,rectilinear,NOUN,O
,slot,NOUN,GEN
,in,ADP,GEN
,a,DET,O
,karst,NOUN,GEN
,rock,NOUN,GEN
,outcrop,NOUN,GEN
,as,ADP,O
,a,DET,O
,result,NOUN,O
,of,ADP,O
,solution,NOUN,O
,along,ADP,O
,a,DET,O
,bedding-plane,NOUN,O
,.,PUNCT,O
,along,ADP,O
,a,DET,O
,bedding-plane,NOUN,O
Sentence 221,bedding,NOUN,DFD
,plane,NOUN,DFD
,-,SYM,O
,a,DET,O
,surface,NOUN,GEN
,separating,VERB,O
,two,NUM,O
,beds,NOUN,O
,",",PUNCT,O
,usually,ADV,O
,planar,NOUN,O
,.,PUNCT,O
,planar,NOUN,O
Sentence 222,bedding-plane,NOUN,DFD
,cave,NOUN,DFD
,-,SYM,O
,a,DET,O
,cavity,NOUN,GEN
,developed,VERB,O
,along,ADP,O
,a,DET,O
,bedding-plane,NOUN,O
,and,CCONJ,O
,elongate,ADV,O
,in,ADP,O
,cross-section,NOUN,O
,as,ADP,O
,a,DET,O
,result,NOUN,O
,.,PUNCT,O
Sentence 223,biospeleology,NOUN,DFD
,-,SYM,O
,the,DET,O
,scientific,ADJ,O
,study,NOUN,GEN
,of,ADP,O
,organisms,NOUN,O
,living,VERB,O
,in,ADP,O
,caves,NOUN,O
,.,PUNCT,O
Sentence 224,blind,ADJ,DFD
,shaft,NOUN,DFD
,-,SYM,O
,a,DET,O
,vertical,ADJ,O
,extension,NOUN,O
,upwards,ADV,O
,from,ADP,O
,part,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,GEN
,but,CCONJ,O
,not,PART,O
,reaching,VERB,O
,the,DET,O
,surface,NOUN,O
,;,PUNCT,O
,small,ADJ,O
,in,ADP,O
,area,NOUN,O
,in,ADP,O
,relation,NOUN,O
,to,ADP,O
,its,PRON,O
,height,NOUN,O
,.,PUNCT,O
Sentence 225,blind,ADJ,DFD
,valley,NOUN,DFD
,-,SYM,O
,a,DET,O
,valley,NOUN,GEN
,that,PRON,O
,is,AUX,O
,closed,VERB,O
,abruptly,ADV,O
,at,ADP,O
,its,PRON,O
,lower,ADJ,O
,end,NOUN,O
,by,ADP,O
,a,DET,O
,cliff,NOUN,O
,or,CCONJ,O
,slope,NOUN,O
,facing,VERB,O
,up,ADP,O
,the,DET,O
,valley,NOUN,O
,.,PUNCT,O
Sentence 226,blowhole,NOUN,DFD
,-,SYM,O
,a,DET,O
,hole,NOUN,GEN
,to,ADP,O
,the,DET,O
,surface,NOUN,O
,in,ADP,O
,the,DET,O
,roof,NOUN,O
,of,ADP,O
,a,DET,O
,sea,NOUN,O
,cave,NOUN,O
,through,ADP,O
,which,PRON,O
,waves,NOUN,O
,force,VERB,O
,air,NOUN,O
,and,CCONJ,O
,water,NOUN,O
,.,PUNCT,O
Sentence 227,blowhole,NOUN,DFD
,-,SYM,O
,a,DET,O
,hole,NOUN,GEN
,in,ADP,O
,the,DET,O
,ground,NOUN,O
,through,ADP,O
,which,PRON,O
,air,NOUN,O
,blows,VERB,O
,in,ADV,O
,and,CCONJ,O
,out,ADV,O
,strongly,ADV,O
,",",PUNCT,O
,sometimes,ADV,O
,audibly,ADV,O
,;,PUNCT,O
,common,ADJ,O
,in,ADP,O
,the,DET,O
,nullarbor,PROPN,O
,plain,NOUN,O
,.,PUNCT,O
Sentence 228,branchwork,NOUN,DFD
,-,SYM,O
,a,DET,O
,dendritic,NOUN,O
,system,NOUN,GEN
,of,ADP,GEN
,underground,ADJ,GEN
,streams,NOUN,GEN
,or,CCONJ,O
,passages,NOUN,O
,wherein,ADV,O
,branches,NOUN,O
,join,VERB,O
,successively,ADV,O
,to,PART,O
,form,VERB,O
,a,DET,O
,major,ADJ,O
,stream,NOUN,O
,or,CCONJ,O
,passage,NOUN,O
,.,PUNCT,O
Sentence 229,breccia,NOUN,DFD
,-,SYM,O
,angular,ADJ,O
,fragments,NOUN,GEN
,of,ADP,GEN
,rock,NOUN,GEN
,and,CCONJ,GEN
,/,PUNCT,GEN
,or,CCONJ,GEN
,fossils,NOUN,GEN
,cemented,VERB,GEN
,together,ADV,GEN
,or,CCONJ,O
,with,ADP,O
,a,DET,O
,matrix,NOUN,O
,of,ADP,O
,finer,ADJ,O
,sediment,NOUN,O
,.,PUNCT,O
,of,ADP,O
,rock,NOUN,O
Sentence 230,canopy,NOUN,DFD
,-,SYM,O
,a,DET,O
,compound,NOUN,O
,speleothem,NOUN,GEN
,consisting,VERB,O
,of,ADP,O
,a,DET,O
,flowstone,NOUN,O
,cover,NOUN,O
,of,ADP,O
,a,DET,O
,bedrock,NOUN,O
,projection,NOUN,O
,and,CCONJ,O
,of,ADP,O
,a,DET,O
,fringe,NOUN,O
,of,ADP,O
,stalactites,NOUN,O
,or,CCONJ,O
,shawls,NOUN,O
,on,ADP,O
,the,DET,O
,outer,ADJ,O
,edge,NOUN,O
,.,PUNCT,O
Sentence 231,canyon,NOUN,DFD
,-,SYM,O
,a,DET,O
,deep,ADJ,O
,valley,NOUN,GEN
,with,ADP,O
,steep,ADJ,O
,to,ADP,O
,vertical,ADJ,O
,walls,NOUN,O
,;,PUNCT,O
,in,ADP,O
,karst,NOUN,O
,frequently,ADV,O
,formed,VERB,O
,by,ADP,O
,a,DET,O
,river,NOUN,O
,rising,VERB,O
,on,ADP,O
,impervious,ADV,O
,rocks,NOUN,O
,outside,ADP,O
,the,DET,O
,karst,NOUN,O
,area,NOUN,O
,.,PUNCT,O
Sentence 232,canyon,NOUN,DFD
,-,SYM,O
,a,DET,O
,deep,ADJ,O
,",",PUNCT,O
,elongated,ADJ,O
,cavity,NOUN,GEN
,cut,VERB,O
,by,SCONJ,O
,running,VERB,O
,water,NOUN,O
,in,ADP,O
,the,DET,O
,roof,NOUN,O
,or,CCONJ,O
,floor,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,or,CCONJ,O
,forming,VERB,O
,a,DET,O
,cave,NOUN,O
,passage,NOUN,O
,.,PUNCT,O
Sentence 233,cave,NOUN,DFD
,-,SYM,O
,a,DET,O
,natural,ADJ,O
,cavity,NOUN,GEN
,in,ADP,O
,rock,NOUN,O
,large,ADJ,O
,enough,ADV,O
,to,PART,O
,be,AUX,O
,entered,VERB,O
,by,ADP,O
,man,NOUN,O
,.,PUNCT,O
,it,PRON,O
,may,AUX,O
,be,AUX,O
,water-filled,NOUN,O
,.,PUNCT,O
,if,SCONJ,O
,it,PRON,O
,becomes,VERB,O
,full,ADJ,O
,of,ADP,O
,ice,NOUN,O
,or,CCONJ,O
,sediment,NOUN,O
,and,CCONJ,O
,is,AUX,O
,impenetrable,ADV,O
,",",PUNCT,O
,the,DET,O
,term,NOUN,O
,applies,VERB,O
,but,CCONJ,O
,will,AUX,O
,need,VERB,O
,qualification,NOUN,O
,.,PUNCT,O
Sentence 234,cave,NOUN,DFD
,blister,NOUN,DFD
,-,SYM,O
,an,DET,O
,almost,ADV,O
,perfect,ADJ,O
,hemisphere,NOUN,O
,of,ADP,O
,egg-shell,NOUN,GEN
,calcite,NOUN,GEN
,.,PUNCT,O
Sentence 235,cave,NOUN,DFD
,coral,NOUN,DFD
,-,SYM,O
,very,ADV,O
,small,ADJ,O
,speleothems,NOUN,GEN
,consisting,VERB,O
,of,ADP,O
,short,ADJ,O
,stalks,NOUN,O
,with,ADP,O
,bulbous,NOUN,O
,ends,NOUN,O
,",",PUNCT,O
,usually,ADV,O
,occurring,VERB,O
,in,ADP,O
,numbers,NOUN,O
,in,ADP,O
,patches,NOUN,O
,.,PUNCT,O
Sentence 236,cave,NOUN,DFD
,earth,NOUN,DFD
,-,SYM,O
,clay,NOUN,O
,",",PUNCT,O
,silt,NOUN,O
,",",PUNCT,O
,fine,ADJ,O
,sand,NOUN,O
,and,CCONJ,O
,/,PUNCT,O
,or,CCONJ,O
,humus,NOUN,O
,deposited,VERB,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 237,cave,NOUN,DFD
,ecology,NOUN,DFD
,-,SYM,O
,the,DET,O
,study,NOUN,GEN
,of,ADP,O
,the,DET,O
,interaction,NOUN,O
,between,ADP,O
,cave,NOUN,O
,organisms,NOUN,O
,and,CCONJ,O
,their,PRON,O
,environment,NOUN,O
,",",PUNCT,O
,e,X,O
,.,PUNCT,O
,g,X,O
,.,PUNCT,O
,",",PUNCT,O
,energy,NOUN,O
,input,NOUN,O
,from,ADP,O
,surface,NOUN,O
,",",PUNCT,O
,climatic,ADJ,O
,influences,NOUN,O
,.,PUNCT,O
Sentence 238,cave,NOUN,DFD
,fill,NOUN,DFD
,-,SYM,O
,transported,VERB,O
,materials,NOUN,GEN
,such,ADJ,O
,as,ADP,O
,silt,NOUN,O
,",",PUNCT,O
,day,NOUN,O
,",",PUNCT,O
,sand,NOUN,O
,and,CCONJ,O
,gravel,NOUN,O
,which,PRON,O
,cover,VERB,O
,the,DET,O
,bedrock,NOUN,O
,floor,NOUN,O
,or,CCONJ,O
,partially,ADV,O
,or,CCONJ,O
,wholly,ADV,O
,block,VERB,O
,some,DET,O
,part,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 239,cave,NOUN,DFD
,pearl,NOUN,DFD
,-,SYM,O
,a,DET,O
,smooth,ADJ,O
,",",PUNCT,O
,polished,ADJ,O
,and,CCONJ,O
,rounded,ADJ,O
,speleothem,NOUN,GEN
,found,VERB,O
,in,ADP,O
,shallow,ADJ,O
,hollows,NOUN,O
,into,ADP,O
,which,PRON,O
,water,NOUN,O
,drips,VERB,O
,.,PUNCT,O
Sentence 240,cave,NOUN,DFD
,spring,NOUN,DFD
,-,SYM,O
,a,DET,O
,natural,ADJ,O
,flow,NOUN,GEN
,of,ADP,GEN
,water,NOUN,GEN
,from,ADP,O
,rock,NOUN,O
,or,CCONJ,O
,sediment,NOUN,O
,inside,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 241,cave,NOUN,DFD
,system,NOUN,DFD
,-,SYM,O
,a,DET,O
,collection,NOUN,GEN
,of,ADP,GEN
,caves,NOUN,GEN
,interconnected,ADV,O
,by,ADP,O
,enterable,VERB,O
,passages,NOUN,O
,or,CCONJ,O
,linked,VERB,O
,hydrologically,NOUN,O
,or,CCONJ,O
,a,DET,O
,cave,NOUN,O
,with,ADP,O
,an,DET,O
,extensive,ADJ,O
,complex,NOUN,O
,of,ADP,O
,chambers,NOUN,O
,and,CCONJ,O
,passages,NOUN,O
,.,PUNCT,O
Sentence 242,cavern,NOUN,DFD
,-,SYM,O
,a,DET,O
,very,ADV,O
,large,ADJ,O
,chamber,NOUN,GEN
,within,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 243,cenote,NOUN,DFD
,-,SYM,O
,a,DET,O
,partly,ADV,O
,water-tilled,NOUN,O
,",",PUNCT,O
,wall-sided,NOUN,O
,doline,NOUN,GEN
,.,PUNCT,O
Sentence 244,chamber,NOUN,DFD
,-,SYM,O
,the,DET,O
,largest,ADJ,O
,order,NOUN,O
,of,ADP,O
,cavity,NOUN,GEN
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,with,ADP,O
,considerable,ADJ,O
,width,NOUN,O
,and,CCONJ,O
,length,NOUN,O
,but,CCONJ,O
,not,ADV,O
,necessarily,ADV,O
,great,ADJ,O
,height,NOUN,O
,.,PUNCT,O
Sentence 245,choke,NOUN,DFD
,-,SYM,O
,rock,NOUN,GEN
,debris,NOUN,GEN
,or,CCONJ,O
,cave,NOUN,GEN
,fill,NOUN,GEN
,blocking,VERB,O
,part,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 246,column,NOUN,DFD
,-,SYM,O
,a,DET,O
,speleothem,NOUN,GEN
,from,ADP,O
,floor,NOUN,O
,to,ADP,O
,ceiling,NOUN,O
,",",PUNCT,O
,formed,VERB,O
,by,ADP,O
,the,DET,O
,growth,NOUN,O
,and,CCONJ,O
,joining,NOUN,O
,of,ADP,O
,a,DET,O
,stalactite,NOUN,O
,and,CCONJ,O
,a,DET,O
,stalagmite,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,by,ADP,O
,the,DET,O
,growth,NOUN,O
,of,ADP,O
,either,CCONJ,O
,to,PART,O
,meet,VERB,O
,bedrock,NOUN,O
,.,PUNCT,O
Sentence 247,conduit,NOUN,DFD
,-,SYM,O
,an,DET,O
,underground,ADJ,O
,stream,NOUN,GEN
,course,NOUN,GEN
,completely,ADV,O
,filled,VERB,O
,with,ADP,O
,water,NOUN,O
,and,CCONJ,O
,under,ADP,O
,hydrostatic,NOUN,O
,pressure,NOUN,O
,or,CCONJ,O
,a,DET,O
,circular,ADJ,O
,or,CCONJ,O
,elliptical,ADJ,O
,passage,NOUN,GEN
,inferred,NOUN,O
,to,PART,O
,have,AUX,O
,been,AUX,O
,such,DET,O
,a,DET,O
,stream,NOUN,O
,course,NOUN,O
,.,PUNCT,O
Sentence 248,corrosion,NOUN,DFD
,-,SYM,O
,the,DET,O
,wearing,NOUN,GEN
,away,NOUN,GEN
,of,ADP,GEN
,bedrock,NOUN,GEN
,or,CCONJ,O
,loose,ADJ,O
,sediment,NOUN,O
,by,ADP,O
,mechanical,ADJ,O
,action,NOUN,O
,of,ADP,O
,moving,VERB,O
,agents,NOUN,O
,",",PUNCT,O
,especially,ADV,O
,water,NOUN,O
,.,PUNCT,O
Sentence 249,curtain,NOUN,DFD
,-,SYM,O
,a,DET,O
,speleothem,NOUN,GEN
,in,ADP,O
,the,DET,O
,form,NOUN,O
,of,ADP,O
,a,DET,O
,wavy,ADJ,O
,or,CCONJ,O
,folded,VERB,O
,sheet,NOUN,O
,",",PUNCT,O
,often,ADV,O
,translucent,ADJ,O
,and,CCONJ,O
,resonant,ADV,O
,",",PUNCT,O
,hanging,VERB,O
,from,ADP,O
,the,DET,O
,roof,NOUN,O
,or,CCONJ,O
,wall,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 250,dark,ADJ,DFD
,zone,NOUN,DFD
,-,SYM,O
,the,DET,O
,part,NOUN,GEN
,of,ADP,GEN
,a,DET,GEN
,cave,NOUN,GEN
,which,PRON,O
,daylight,NOUN,O
,does,AUX,O
,not,PART,O
,reach,VERB,O
,.,PUNCT,O
Sentence 251,decomposers,NOUN,DFD
,-,SYM,O
,living,ADJ,GEN
,things,NOUN,GEN
,",",PUNCT,O
,chiefly,ADV,O
,bacteria,NOUN,O
,and,CCONJ,O
,fungi,NOUN,O
,",",PUNCT,O
,that,PRON,O
,subsist,ADV,O
,by,SCONJ,O
,extracting,VERB,O
,energy,NOUN,O
,from,ADP,O
,tissues,NOUN,O
,of,ADP,O
,dead,ADJ,O
,animals,NOUN,O
,and,CCONJ,O
,plants,NOUN,O
,.,PUNCT,O
,detritivore,NOUN,O
,organisms,NOUN,O
,which,PRON,O
,feed,VERB,O
,on,ADP,O
,organic,ADJ,O
,detritus,NOUN,O
,",",PUNCT,O
,such,ADJ,O
,as,ADP,O
,the,DET,O
,dead,ADJ,O
,parts,NOUN,O
,of,ADP,O
,plants,NOUN,O
,or,CCONJ,O
,the,DET,O
,dead,ADJ,O
,bodies,NOUN,O
,and,CCONJ,O
,waste,NOUN,O
,products,NOUN,O
,of,ADP,O
,animals,NOUN,O
,.,PUNCT,O
Sentence 252,doline,NOUN,DFD
,-,SYM,O
,a,DET,O
,closed,VERB,O
,depression,NOUN,GEN
,draining,VERB,O
,underground,ADV,O
,in,ADP,O
,karst,NOUN,O
,",",PUNCT,O
,of,ADP,O
,simple,ADJ,O
,but,CCONJ,O
,variable,ADJ,O
,form,NOUN,O
,",",PUNCT,O
,e,X,O
,.,PUNCT,O
,g,X,O
,.,PUNCT,O
,",",PUNCT,O
,cylindrical,NOUN,O
,",",PUNCT,O
,conical,ADJ,O
,",",PUNCT,O
,bowl,NOUN,O
,-,SYM,O
,or,CCONJ,O
,dish-shaped,NOUN,O
,.,PUNCT,O
,from,ADP,O
,a,DET,O
,few,ADJ,O
,to,ADP,O
,many,ADJ,O
,hundreds,NOUN,O
,of,ADP,O
,metres,NOUN,O
,in,ADP,O
,dimension,NOUN,O
,.,PUNCT,O
Sentence 253,dolomite,NOUN,DFD
,-,SYM,O
,a,DET,O
,mineral,NOUN,GEN
,consisting,VERB,O
,of,ADP,O
,the,DET,O
,double,ADJ,O
,carbonate,NOUN,O
,of,ADP,O
,magnesium,NOUN,O
,and,CCONJ,O
,calcium,NOUN,O
,.,PUNCT,O
Sentence 254,dome,NOUN,DFD
,-,SYM,O
